architecture_id,paradigm,primitives,primitive_count,e_star_score,e_star_complete,correspondence_score,mapping_ambiguity,counterexample_score,proof_complexity,representation_complexity,translation_complexity,compression,reuse,hierarchy_depth,transfer_quality
a000010,graph_system,belief_revision constraint_propagation graph_rewrite invariant_detection probabilistic_grammar rewriting_system,6,0.027146239041620612,False,0.5817633017370818,0.0,0.01135355338702333,7.0,5.59049702820573,3.454710094788755,0.026556049711609856,0.21521320592130233,1.1037006408530294,0.06783596480076685
a000011,graph_system,belief_revision constraint_propagation graph_rewrite invariant_detection latent_state merge message_passing probabilistic_grammar,8,0.016110886503096444,False,0.6889474089087042,0.075,0.00463548301719849,10.2,8.983658888164529,3.5331577732738877,0.3209185592677546,0.19529078131945388,2.535578988680824,0.2590758047556223
a000012,rewriting_system,causal_probe constraint_propagation counterexample_search entropy_regularization local_replacement rewriting_system,6,0.03296358076289918,False,0.6043261105873384,0.04,0.01252111508104772,7.24,5.581447812836564,3.387021668237985,0.02602754350849303,0.5140801401131413,1.081158637113028,0.012992246126079856
a000013,sat_based,compression counterexample_search finite_automata hypergraph_dynamics invariant_detection symbolic_rules,6,0.027283308077520663,False,0.5416942798602916,0.0,0.01250409615626163,6.6,3.263416186537536,3.574917160419125,0.4110237253979747,0.15607886044616204,2.696559488781239,0.15645284861711573
a000014,symbolic_system,differentiable_objective type_unification,2,0.021593279880945282,False,0.4974865077075856,0.05714285714285714,0.010230862226848695,3.5142857142857142,7.61844072973243,2.907540476877243,0.06001997906967404,0.46703291888781395,1.0105436766582816,0.15595667240704247
a000015,graph_system,causal_probe constraint_propagation graph_rewrite invariant_detection local_replacement prediction sat_constraints schema_alignment,8,0.032476097834223006,False,0.6044234570086336,0.02857142857142857,0.012479731582222441,9.628571428571428,8.005653720353688,3.7867296289740993,0.01980249867940427,0.5281552896283797,1.0947363199253932,0.21525508266371263
a000016,differentiable_system,belief_revision compression differentiable_objective hypergraph_dynamics latent_state noise_filter prediction probabilistic_grammar,8,0.025740241789055207,False,0.5581863136601456,0.0,0.01137239111210165,9.0,5.5816126769068655,3.925441059019563,0.3724852184293638,0.22266501153031393,1.7916334713915285,0.33685757049965154
a000017,graph_system,graph_rewrite invariant_detection latent_state message_passing,4,0.016221328920182354,False,0.5025365213577067,0.0,0.008069518712834749,5.0,5.421782627330483,3.2923904359268796,0.02530772082525824,0.2064594630304702,1.0750797027857562,0.2241524993721548
a000018,hypergraph,causal_probe latent_state memory_decay merge sat_constraints,5,0.0,False,0.6159349466211832,0.02,0.0,7.1,11.430698202549356,3.1521951601364506,0.3867011587475725,0.251310672179308,1.0,0.1542054704533163
a000019,graph_system,belief_revision cellular_automata compression finite_automata graph_rewrite,5,0.022927793287775056,False,0.5885823150489828,0.0,0.009432899635491885,6.0,5.572152442508158,3.2342530548530517,0.28944042586463675,0.17658744079784,2.0196357616361382,0.13043546165077033
a000020,differentiable_system,compression invariant_detection prediction symbolic_rules,4,0.018421960324661035,False,0.47940272701297965,0.0,0.009590422308093618,5.4,7.999468467218572,3.361791818961061,0.3062768600985091,0.04752264476927126,1.7161260230637914,0.052121949829917136
a000021,probabilistic_system,belief_revision memory_decay merge probabilistic_grammar program_synthesis recurrence schema_alignment,7,0.02700773818175317,False,0.6147346657007419,0.0,0.010405145279259974,8.6,9.05706564292883,3.5557960028977744,0.33909859867290837,0.3436469563167567,1.6052489412444908,0.11781713096659768
a000022,cellular_automata,attention causal_probe cellular_automata differentiable_objective graph_rewrite sat_constraints type_unification,7,0.04051510978764805,False,0.6024194708125895,0.04,0.01546369803788078,9.280000000000001,11.276617746204485,3.592741587562232,0.026093524365647592,0.6365329344676265,1.0544017179473213,0.2772625849670086
a000023,hypergraph,belief_revision hypergraph_dynamics merge operator_composition,4,0.020984624229059223,False,0.5148459101713035,0.0,0.010180776268246438,4.6,3.2069532490478103,3.255462269486089,0.6542478943452869,0.05152034219370888,1.1041640935973964,0.00075157814298876
a000024,differentiable_system,causal_probe compression differentiable_objective,3,0.01979290457588867,False,0.39814474374739794,0.0,0.011912463655504775,4.2,6.475512811928272,3.4055657687578065,0.368248764008185,0.2964330836047385,1.0725880797900709,0.37303185646664383
a000025,random_interaction,compression constraint_propagation differentiable_objective entropy_regularization memory_decay schema_alignment stochastic_memory,7,0.02025831506145992,False,0.4657798448559519,0.0,0.010822400215090124,8.8,10.323550529284718,4.002660465432144,0.28078031491428534,0.4987637366510257,1.4776172996720736,0.3993454673172759
a000026,probabilistic_system,belief_revision symbolic_rules,2,0.02134482227313772,False,0.5168646970854074,0.0,0.010312437174590535,4.0,10.888959705326165,2.8494059087437775,0.02871694319659285,0.03289531797756562,1.0047075826042686,0.0012955571045973411
a000027,graph_system,graph_rewrite invariant_detection message_passing,3,0.017047002767483166,False,0.47898707576409516,0.1,0.00799353788520957,5.300000000000001,10.671583511949487,3.1630387727077145,0.027736176597617603,0.21380354534725216,1.0778894772466974,0.15305494615773318
a000028,rewriting_system,causal_probe graph_rewrite latent_state merge prediction rewriting_system schema_alignment symbolic_rules,8,0.03613616690605448,False,0.5813889382644899,0.03333333333333333,0.014622765889075233,9.466666666666669,6.84327956886818,3.85583318520653,0.32249083369378156,0.46863536458282284,1.0764475018037243,0.20125401475280558
a000029,differentiable_system,compression memory_decay prediction,3,0.0,False,0.3976353621427481,0.0,0.0,5.0,11.166146733832228,3.4070939135717557,0.35138317519628476,0.1438913453624811,1.0,0.1635255590036341
a000030,graph_system,compression finite_automata latent_state local_replacement message_passing type_unification,6,0.02401275157817262,False,0.5624133730255845,0.04444444444444444,0.010040651902246369,8.066666666666668,10.164375224255444,3.5127598809232468,0.29365851519938857,0.6514006391061438,2.173388252874598,0.28312695579685654
a000031,differentiable_system,causal_probe compression differentiable_objective prediction type_unification,5,0.030268687571694874,False,0.5032194762499634,0.0,0.015036894465092801,6.8,10.23702321842445,3.49034157125011,0.3111592678293356,0.5504664672374083,1.0527429429125956,0.42758240542722414
a000032,cellular_automata,cellular_automata recurrence,2,0.013858311503325726,False,0.413687311512993,0.05,0.007719038681635057,2.9000000000000004,4.3246246868181295,3.158938065461021,0.050063093329702685,0.04851551977295043,1.136423171480754,0.0025362747759979545
a000033,cellular_automata,message_passing noise_filter rewriting_system schema_alignment,4,0.01202040579150132,False,0.45261310654891107,0.05,0.006250821955019816,5.0,4.25494522004764,3.4421606803532665,0.02980752157357705,0.4787699877874119,1.0751848831425135,0.014311401738050697
a000034,rewriting_system,counterexample_search graph_rewrite hypergraph_dynamics invariant_detection rewriting_system,5,0.0912171642437678,False,0.5770214683095543,0.08,0.035496270021051525,6.4,5.475916228359673,3.268935595071337,0.2727470514514962,0.21877198185549418,1.675409138016501,0.04415560712791836
a000035,graph_system,causal_probe differentiable_objective finite_automata graph_rewrite invariant_detection merge message_passing,7,0.0332025883854139,False,0.6150109982632272,0.04,0.012271326103274364,8.280000000000001,5.4468668349762295,3.554967005210319,0.34798081266846925,0.4068053150403404,2.6532225579693094,0.4739106923252618
a000036,symbolic_system,attention entropy_regularization program_synthesis,3,0.024901094238936383,False,0.5792267276264458,0.0,0.010477714908599521,4.6,8.699207686266991,2.8623198171206625,0.07548934982988549,0.2081707988593821,1.0150383791582167,0.022911655166278393
a000037,random_interaction,attention counterexample_search graph_rewrite memory_decay prediction rewriting_system stochastic_memory,7,0.0,False,0.43240589877264124,0.0,0.0,7.6,3.290312477170115,4.102782303682076,0.01872433177864119,0.4483024591075807,1.0,0.2155585337896465
a000038,differentiable_system,compression differentiable_objective merge prediction probabilistic_grammar,5,0.01621411362007219,False,0.4061990883729575,0.0,0.009627955448823312,6.0,5.531941473852489,3.7814027348811274,0.580251655255555,0.20499563003884086,1.1194224808730204,0.33770872925165213
a000039,hypergraph,causal_probe constraint_propagation hypergraph_dynamics latent_state local_replacement merge operator_composition type_unification,8,0.32127061664364187,False,0.7217405462419073,0.02857142857142857,0.0868423981159058,9.628571428571428,7.921958655963357,3.434778361274278,0.5259931472478854,0.5807495555145339,2.8701942916843364,0.10449839362218948
a000040,sat_based,constraint_propagation counterexample_search memory_decay rewriting_system sat_constraints,5,0.027491766034853704,False,0.5865076127347277,0.025,0.011083445068692736,6.725,9.033495638804643,3.240477161795817,0.030013739954435188,0.3036578250418718,1.0544992730595015,0.01181005891781373
a000041,cellular_automata,counterexample_search graph_rewrite invariant_detection memory_decay prediction probabilistic_grammar recurrence,7,0.026085608730820553,False,0.4707989633584636,0.0,0.013804531181775749,7.8,4.459938002505423,3.987603109924609,0.02367708760729422,0.21206652348447486,1.1042903281214025,0.2947228938300113
a000042,graph_system,graph_rewrite invariant_detection,2,0.02771373494981333,False,0.568280796805151,0.04,0.011485969507283183,3.08,5.386566327979899,2.695157609584547,0.03786643626200698,0.08625590738037647,1.0783339476831926,0.0515132813807832
a000043,rewriting_system,graph_rewrite noise_filter rewriting_system schema_alignment,4,0.02473359782029083,False,0.5481049407068633,0.02857142857142857,0.010857648063431981,5.514285714285714,7.5750292825675976,3.15568517787941,0.021436184273435244,0.3503273609490682,1.037596050506005,0.004190227332144187
a000044,hypergraph,cellular_automata hypergraph_dynamics invariant_detection noise_filter prediction stochastic_memory,6,0.043279875785357746,False,0.5998542353205595,0.02222222222222222,0.016933408791555103,7.933333333333333,10.208523212840126,3.400437294038322,0.2713846687860127,0.13201100495647455,2.241738991822083,0.12685246462458205
a000045,random_interaction,attention memory_decay prediction stochastic_memory,4,0.0,False,0.3697891086205284,0.0,0.0,5.0,5.55308308211028,3.6906326741384152,0.027818801576376815,0.3092301175794192,1.0,0.21104722856326882
a000046,rewriting_system,rewriting_system type_unification,2,0.025908960699174588,False,0.5551367218826011,0.04,0.011064907381679675,3.08,5.538181356560616,2.7345898343521964,0.04052147787715305,0.3975430065470953,1.0074683862775948,0.004640308368940855
a000047,cellular_automata,cellular_automata message_passing noise_filter recurrence,4,0.02093048838245193,False,0.5522122930799604,0.0,0.009372415397494676,4.6,3.290726386854819,3.1433631207601183,0.048479150286396135,0.1867272852069592,1.2085546194064363,0.014369499558573539
a000048,cellular_automata,cellular_automata finite_automata graph_rewrite noise_filter recurrence rewriting_system,6,0.025162568279893938,False,0.592150638504216,0.03333333333333333,0.009920452826330518,7.400000000000001,6.708382574778976,3.423548084487352,0.03163452540795998,0.33086835329381625,1.1626859639358487,0.012095426802297263
a000049,graph_system,graph_rewrite message_passing,2,0.029826306737830044,False,0.4673761469173086,0.075,0.014694737236584585,3.75,8.528721896579679,2.997871559248074,0.025712333394681073,0.21850264446360668,1.029431406371428,0.01375618998241726
a000050,graph_system,counterexample_search differentiable_objective graph_rewrite invariant_detection message_passing prediction probabilistic_grammar schema_alignment,8,0.048862842839633935,False,0.5812937781041952,0.0,0.0204591763164716,8.6,3.3513085549586594,3.8561186656874145,0.029794416365630447,0.48999573899970894,1.110913275493704,0.49389287186847614
a000051,differentiable_system,compression differentiable_objective entropy_regularization finite_automata probabilistic_grammar symbolic_rules,6,0.02421641643527106,False,0.4800936807604422,0.0,0.012590267934034113,6.8,4.500869114592179,3.7597189577186736,0.29392557577883577,0.28997671971212163,1.810483566464057,0.40101238168378367
a000052,random_interaction,attention memory_decay merge sat_constraints stochastic_memory,5,0.0,False,0.5981535230981481,0.02,0.0,7.1,11.435673216786784,3.2055394307055556,0.3836067000207003,0.3124826741538695,1.0,0.020498101578920097
a000053,differentiable_system,differentiable_objective hypergraph_dynamics latent_state sat_constraints,4,0.021241819924551764,False,0.6814079523830999,0.0,0.006767474904872412,5.4,7.822553129292531,2.7557761428507,0.30111450770584897,0.2206143549225995,1.0890240189713194,0.21881005592051853
a000054,random_interaction,attention memory_decay,2,0.0,False,0.5096697552224756,0.04,0.0,3.08,5.40359315844178,2.870990734332573,0.023694880274300355,0.2881760548847693,1.0,0.01455735401605071
a000055,cellular_automata,causal_probe cellular_automata finite_automata symbolic_rules,4,0.011497926647461076,False,0.6224904918366468,0.04444444444444444,0.004147662116533284,5.977777777777778,9.98343689888964,2.93252852449006,0.04917636280769914,0.2619101946947431,1.1626753888084658,0.016737192834254618
a000056,probabilistic_system,memory_decay probabilistic_grammar,2,0.0,False,0.4923886127260805,0.0,0.0,3.2,6.43739684291733,2.9228341618217586,0.024006923408825535,0.1536969056080893,1.0,0.10601242173910477
a000057,rewriting_system,memory_decay schema_alignment,2,0.0,False,0.48052689469484705,0.04,0.0,3.08,5.362988014528073,2.958419315915459,0.028274602933708586,0.3436086155613262,1.0,0.01034861563813976
a000058,graph_system,causal_probe entropy_regularization message_passing probabilistic_grammar schema_alignment,5,0.017168270735176683,False,0.512547382413967,0.0,0.00836871850928756,6.0,5.421526812878326,3.4623578527580987,0.02878777363828427,0.45807164305873194,1.0387398047729044,0.2136101623737429
a000059,sat_based,compression counterexample_search message_passing prediction rewriting_system sat_constraints stochastic_memory type_unification,8,0.02523853064880166,False,0.6057325075128572,0.0,0.00995073219296293,9.4,8.19403343961745,3.7828024774614284,0.25368793113920296,0.569728284104587,1.4387410044999345,0.2891880672303987
a000060,cellular_automata,attention causal_probe cellular_automata message_passing prediction probabilistic_grammar rewriting_system symbolic_rules,8,0.0297802312729446,False,0.4379056936131279,0.0,0.016739298441406432,8.6,3.2883645032637814,4.286282919160616,0.018158677605454025,0.4887326323035471,1.0558885330039411,0.38785590226029415
a000061,random_interaction,attention memory_decay stochastic_memory,3,0.0,False,0.5739137461256967,0.0,0.0,5.0,11.027900115767675,2.87825876162291,0.02757211597259747,0.3302699878374422,1.0,0.018870911390946862
a000062,symbolic_system,program_synthesis symbolic_rules,2,0.025215607689888286,False,0.5557278315105247,0.02857142857142857,0.01088251863079037,3.4571428571428573,7.5809433250444656,2.7328165054684255,0.056663786675614974,0.02947201031397967,1.008835957138386,0.0012209144008606284
a000063,symbolic_system,counterexample_search graph_rewrite program_synthesis symbolic_rules,4,0.025942683220514517,False,0.6970189098297046,0.0,0.007860142444094118,5.2,6.683197882210457,2.7089432705108862,0.060684627832896014,0.041176675399250406,1.0141112711177473,0.0019057306051971654
a000064,sat_based,compression constraint_propagation counterexample_search entropy_regularization finite_automata graph_rewrite invariant_detection sat_constraints,8,0.029414046378879677,False,0.5665884081611277,0.0,0.01274838866349266,8.8,4.400436208463124,3.900234775516617,0.24292334193558537,0.15838933332784522,2.3027005024962985,0.17696385835393869
a000065,graph_system,differentiable_objective invariant_detection message_passing noise_filter probabilistic_grammar,5,0.014070748434044988,False,0.46735033034011675,0.0,0.007494779505261382,5.6,3.1676933782153407,3.5979490089796498,0.02698335864834272,0.2998783153321901,1.1050979656756879,0.43956444906990205
a000066,random_interaction,attention belief_revision memory_decay stochastic_memory,4,0.0,False,0.4292807326566573,0.0,0.0,4.6,3.248794126434556,3.5121578020300284,0.016921640839414574,0.3284936049533603,1.0,0.013315474453784108
a000067,graph_system,belief_revision finite_automata graph_rewrite invariant_detection local_replacement memory_decay message_passing prediction,8,0.02212286264595742,False,0.5798853339567692,0.0,0.009294139052426665,9.2,6.695543128045458,3.8603439981296925,0.013489550393876474,0.567260976533444,1.0685730231647441,0.35342606078619065
a000068,differentiable_system,belief_revision compression differentiable_objective graph_rewrite hypergraph_dynamics prediction rewriting_system sat_constraints,8,0.09170739763036129,False,0.6029460124799164,0.0,0.036412787914224816,9.0,5.7932393533555615,3.791161962560251,0.37964263575008356,0.371661558938791,1.228393210291364,0.30002332508810126
a000069,cellular_automata,cellular_automata latent_state noise_filter program_synthesis recurrence symbolic_rules,6,0.023460078368106596,False,0.5698978422307058,0.0,0.010090230327559388,6.6,3.281250524042557,3.4903064733078826,0.038518780220714685,0.02712708922561563,1.1711221401230163,0.007446850482053339
a000070,sat_based,counterexample_search operator_composition sat_constraints,3,0.027237252016212077,False,0.5055920781422403,0.0,0.013466313166451489,3.8,4.3899179072538255,3.0832237655732793,0.32765298204281695,0.027296553890583886,1.1537547047645442,0.0011844741211835025
a000071,differentiable_system,attention constraint_propagation finite_automata operator_composition prediction sat_constraints stochastic_memory symbolic_rules,8,0.037463026760727436,False,0.6578201446627358,0.02222222222222222,0.012534224342426622,9.977777777777778,10.193399837120804,3.6265395660117927,0.2363515585413933,0.31536220338035736,2.044022666314637,0.18493047949935085
a000072,hypergraph,graph_rewrite hypergraph_dynamics merge operator_composition recurrence schema_alignment stochastic_memory,7,0.032419287300540334,False,0.5864448575011407,0.0,0.013407162979286416,8.0,5.56574885424936,3.640665427496578,0.5515833131376006,0.3196961662199109,2.3695202808488958,0.010254436479665638
a000073,cellular_automata,noise_filter recurrence sat_constraints,3,0.024815077408295694,False,0.42318716362577086,0.0,0.014313655184725093,3.8,4.3415471397393715,3.3304385091226876,0.026931192500466397,0.04766683596386928,1.0826374657561548,0.002426115082842427
a000074,symbolic_system,schema_alignment symbolic_rules,2,0.02430010177258013,False,0.5219344730012417,0.02222222222222222,0.01135888449425349,3.844444444444444,9.726536157800261,2.8341965809962746,0.02781309994714271,0.2386956902586566,1.0042249306579116,0.0025886460628674977
a000075,cellular_automata,latent_state recurrence,2,0.02232325003279234,False,0.41136856162163216,0.0,0.013140166776082502,3.0,5.335735533302074,3.1658943151351036,0.034358591081331054,0.05255216219968939,1.0673331857398367,0.025358466528924983
a000076,rewriting_system,belief_revision finite_automata graph_rewrite memory_decay probabilistic_grammar recurrence rewriting_system schema_alignment,8,0.02661801742886083,False,0.6538043453419532,0.025,0.00898466592024668,9.799999999999999,9.08906686990351,3.6385869639741406,0.018740568693719435,0.5267604506967334,1.0743463519439742,0.18570712456169453
a000077,sat_based,constraint_propagation invariant_detection noise_filter sat_constraints,4,0.027211462658702334,False,0.6271254282832757,0.06666666666666667,0.00947003165233932,6.066666666666666,9.891847460908881,2.918623715150173,0.023277491634067966,0.040634750282024956,1.0939527512709786,0.0200815783195274
a000078,random_interaction,attention causal_probe constraint_propagation differentiable_objective graph_rewrite latent_state prediction symbolic_rules,8,0.03937933185825471,False,0.6853373829794378,0.0,0.012391203619039625,9.4,8.201406075818044,3.5439878510616865,0.025059086161098216,0.3741746692408599,1.0650576973740935,0.49743945520775545
a000079,rewriting_system,graph_rewrite message_passing operator_composition rewriting_system schema_alignment,5,0.025071429245562493,False,0.511656427181858,0.06,0.011508863053429127,7.300000000000001,10.789463721585532,3.4650307184544262,0.2805497229053906,0.48623487611852584,1.3838622379956476,0.01331275095916319
a000080,sat_based,constraint_propagation counterexample_search hypergraph_dynamics invariant_detection sat_constraints,5,0.03186702631695548,False,0.6813214659416228,0.0,0.0101553372314871,7.0,11.307993068212722,2.9560356021751315,0.2752114534420147,0.064898254989873,2.0420455461092484,0.027084617427714498
a000081,differentiable_system,compression differentiable_objective prediction,3,0.01781968857879679,False,0.4214027236002794,0.0,0.01031042327798303,4.6,8.767940585439492,3.3357918291991617,0.3623410964256947,0.20351490732301586,1.0506452596539981,0.29033009060322335
a000082,rewriting_system,operator_composition rewriting_system schema_alignment,3,0.020728301974809016,False,0.46629677369492617,0.05,0.010509623557792336,3.95,4.296829371924033,3.2011096789152216,0.326748884574598,0.35172066312700573,1.0726217541421303,0.0047544227303721685
a000083,cellular_automata,invariant_detection noise_filter rewriting_system,3,0.018989031865615846,False,0.4630865825219871,0.11428571428571428,0.009030269880016211,4.742857142857143,7.509776102858944,3.210740252434039,0.024182870221886768,0.23230049096807664,1.0733800638755486,0.05989192938875637
a000084,hypergraph,compression hypergraph_dynamics local_replacement memory_decay merge operator_composition probabilistic_grammar type_unification,8,0.029557948267024292,False,0.577991485015196,0.02222222222222222,0.012196512390738701,9.977777777777778,10.21514453464448,3.866025544954412,0.5730528874737073,0.543814455494344,1.2991837314853152,0.17845605424458236
a000085,symbolic_system,constraint_propagation differentiable_objective invariant_detection local_replacement operator_composition program_synthesis symbolic_rules type_unification,8,0.05110198598247517,False,0.7043776580005016,0.03333333333333333,0.01460332581773269,9.466666666666669,6.834640921421533,3.4868670259984955,0.23847741229042024,0.6120479379299808,2.1391979897032827,0.23664240059378902
a000086,graph_system,cellular_automata compression finite_automata invariant_detection latent_state prediction rewriting_system sat_constraints,8,0.28529404766747646,False,0.5369901548034098,0.0,0.1320939528460269,8.8,4.607532750021389,3.9890295355897707,0.24589473696578024,0.30660643202522136,2.2691835876023427,0.2349570417412273
a000087,symbolic_system,memory_decay merge program_synthesis symbolic_rules type_unification,5,0.0,False,0.6027277988944519,0.03333333333333333,0.0,6.366666666666667,6.738102953160268,3.191816603316644,0.3875341935693101,0.4034073996533105,1.0,0.010357472458160424
a000088,differentiable_system,compression counterexample_search,2,0.026653307741303256,False,0.4248808258007154,0.0,0.015328828337857729,2.8,4.32495612037302,3.1253575225978536,0.3714948600882582,0.03688124226596423,1.0645705765121656,0.019926308034894313
a000089,graph_system,causal_probe entropy_regularization graph_rewrite invariant_detection latent_state merge noise_filter symbolic_rules,8,0.03180028644987132,False,0.6203095542927906,0.0,0.012074264935768573,8.8,4.295299179973358,3.7390713371216284,0.3186754231504919,0.1940932586603455,2.2663030027290896,0.20296238766432542
a000090,symbolic_system,hypergraph_dynamics invariant_detection merge program_synthesis symbolic_rules,5,0.045291633334254566,False,0.6089508000513475,0.0,0.01771125697972797,5.8,4.350361816531491,3.1731475998459575,0.5079351784946585,0.05730900569292269,2.237763751912351,0.019773530654572432
a000091,random_interaction,compression constraint_propagation graph_rewrite latent_state memory_decay probabilistic_grammar stochastic_memory type_unification,8,0.018049666582897528,False,0.6634251928158243,0.0,0.006075063049877394,9.2,7.0569125314779875,3.609724421552527,0.24716153966793095,0.4695184010396265,1.452451509378496,0.29255255291277654
a000092,symbolic_system,program_synthesis rewriting_system symbolic_rules,3,0.027708186497076848,False,0.5657226470508621,0.0,0.01203303788697158,4.2,6.622662249083993,2.9028320588474137,0.05191261976336708,0.20684267876381696,1.0093902931209482,0.002816128840002347
a000093,graph_system,graph_rewrite invariant_detection merge message_passing,4,0.01413643693442368,False,0.5213059949713583,0.0,0.006767027612974085,5.0,5.380740047548322,3.236082015085925,0.4176958817704293,0.21228134057307707,2.253131114727421,0.15376228751175255
a000094,cellular_automata,cellular_automata compression noise_filter recurrence sat_constraints,5,0.015465696371719462,False,0.44869286374205136,0.0,0.008526348776927603,5.6,3.3852526131433764,3.6539214087738463,0.3066824503031027,0.024599780275766536,2.3099406840885863,0.009265086475477689
a000095,differentiable_system,attention differentiable_objective graph_rewrite message_passing noise_filter prediction probabilistic_grammar,7,0.04332374118909699,False,0.5635659557636344,0.0,0.018907955578607208,7.8,4.5627032789455235,3.709302132709097,0.02777162896736986,0.3970039027464543,1.0818360468585355,0.5199802780484107
a000096,cellular_automata,entropy_regularization graph_rewrite local_replacement noise_filter recurrence,5,0.02753937980202814,False,0.6383682907203966,0.0,0.009959112990307623,6.2,6.775641970792319,3.08489512783881,0.040654520462571106,0.30918427932398496,1.1527673409603008,0.004722698864639056
a000097,graph_system,causal_probe compression graph_rewrite invariant_detection message_passing,5,0.027551987942665335,False,0.6026407669471581,0.0,0.010948036797978646,6.8,9.949022500920753,3.192077699158526,0.30321393288983406,0.28337068685428346,1.965686222760545,0.34178207553782414
a000098,graph_system,belief_revision invariant_detection type_unification,3,0.027311194312423792,False,0.6182780042220576,0.0,0.0104252836000176,4.0,5.448461015858772,2.745165987333827,0.0393627835357752,0.3034872188927864,1.0869940442382027,0.019264293515217676
a000099,rewriting_system,graph_rewrite rewriting_system schema_alignment,3,0.015937221172149463,False,0.44607625627557096,0.08,0.008121764798941963,4.24,5.317889729414345,3.2617712311732876,0.025317419760650314,0.3518460442926067,1.0046733727784098,0.00454148677004307
a000100,probabilistic_system,invariant_detection latent_state message_passing operator_composition probabilistic_grammar stochastic_memory,6,0.017032513881665823,False,0.6141619687140393,0.0,0.006571791623952738,6.6,3.262771514144591,3.3575140938578825,0.2737181991258169,0.23973098476702542,1.923548460495979,0.3349526572187055
a000101,rewriting_system,graph_rewrite probabilistic_grammar rewriting_system schema_alignment symbolic_rules,5,0.036015091293352564,False,0.5184813202204417,0.03333333333333333,0.016763874571324878,6.366666666666667,6.571480232339972,3.444556039338675,0.02851662362853518,0.3441077920697128,1.0057513612988154,0.050264206982426216
a000102,sat_based,constraint_propagation probabilistic_grammar,2,0.02227663739770047,False,0.5019086595694129,0.0,0.011095800181706774,3.6,8.745689246896609,2.894274021291761,0.025148661776910216,0.029594696572042778,1.0502186238077904,0.012504771230628639
a000103,symbolic_system,differentiable_objective entropy_regularization message_passing program_synthesis symbolic_rules,5,0.01981401652892001,False,0.5476061870103266,0.0,0.008963738488158537,6.2,6.758823191996453,3.35718143896902,0.07215186319253426,0.3004068270997143,1.0984043455264676,0.23994296526045794
a000104,cellular_automata,cellular_automata compression merge noise_filter recurrence stochastic_memory,6,0.010880351093311424,False,0.4278802558739029,0.0,0.0062248636835074336,6.8,4.498466136387635,3.9163592323782916,0.5416830713045528,0.12441135400216369,3.440298742878695,0.12334568574530136
