architecture_id,paradigm,genesis,admissibility,uncertainty,abstraction,substitutability,transfer,representation_translation,generalization,stable_structures,experimentally_distinguishable_predictions
a000023,hypergraph,0.38554813894913154,0.32772943852211767,0.494374496359806,0.8636072205357787,0.06959278581562534,0.03344789857179242,0.6070785425977163,0.02247011546556732,0.030153781464672513,0.020984624229059223
a000024,differentiable_system,0.02423827088956798,0.07107846149459174,0.044122126706037657,0.4566284673701494,0.01979290457588867,0.5730732626335884,0.03786146985869365,0.6509322294192479,0.03974132417111764,0.4299790808602383
a000025,random_interaction,0.02025831506145992,0.5282891356207637,0.6657070869890829,0.4380172912662852,0.37573687563322067,0.6217905976688307,0.5037884038718479,0.6422507333087233,0.27260185225297084,0.02293052393976014
a000026,probabilistic_system,0.02134482227313772,0.6083382665043167,0.4791153762618593,0.033311654108047706,0.028946470117041767,0.03684416583808947,0.029495821634684893,0.03516315473908749,0.03532984724354493,0.3779726083171572
a000027,graph_system,0.2774935767357152,0.04556709072761245,0.02989265508204597,0.034392858981045826,0.026309902026521947,0.40129718866798236,0.5231400409999531,0.38140049439609924,0.5661747783865746,0.017047002767483166
a000028,rewriting_system,0.49893090312402444,0.40734364024632363,0.39573777835511936,0.5288849672578018,0.5633847182528855,0.3738860109127602,0.8924187538080801,0.5382763967592377,0.03613616690605448,0.8387131803027295
a000029,differentiable_system,0.02278900706116438,0.04454996174056758,0.04345152277866571,0.43571513724339306,0.026673304048351,0.2611093866766112,0.017146618357780974,0.6262722343496733,0.0,0.5837372613704626
a000030,graph_system,0.02429258893995445,0.035948384124699695,0.42528042787300435,0.4346146024950951,0.8321084481963528,0.47069283001593487,0.3180841470569584,0.6015110869381026,0.674959059209153,0.02401275157817262
a000031,differentiable_system,0.031214023979541983,0.05857439544649956,0.03516372134194046,0.43562297496106983,0.5349522348701059,0.5659806996047108,0.3138256677039195,0.755471707296475,0.030268687571694874,0.7515128267781476
a000032,cellular_automata,0.6352194338816715,0.03216492914137892,0.06007749819815511,0.05807318826245511,0.03230098208354992,0.06473005746235094,0.013858311503325726,0.039182334690080145,0.5872898301372964,0.025045194303209284
a000033,cellular_automata,0.017407602017096124,0.054430133824225346,0.29339401525550346,0.039345928477121705,0.5620797859553244,0.39546018961949947,0.8214298563892203,0.03618923500699456,0.4777170475607849,0.01202040579150132
a000034,rewriting_system,0.2757483710591554,0.39077021092492703,0.0912171642437678,0.38184587203209464,0.3210011251888564,0.11654283852213199,0.7954929178332438,0.37887876842413637,0.44220010447024827,0.4591620750018771
a000035,graph_system,0.5203464931412173,0.0332025883854139,0.043114207806186355,0.5428500677628121,0.04070661815779808,0.7729040119228827,0.4686575776675074,0.6131559482350658,0.7613624166901887,0.4399192163237249
a000036,symbolic_system,0.3712317331836832,0.32991021474795756,0.35792369032127513,0.09360679378905801,0.09932054018019221,0.317021057538572,0.3761189998606489,0.07227171388604281,0.04016369578928625,0.024901094238936383
a000037,random_interaction,0.2767489923350315,0.6472921117940994,0.5169723174295129,0.029209957574680256,0.3179782370861992,0.5786266811289622,0.6876760011443347,0.3725347289016623,0.0,0.8455732536481984
a000038,differentiable_system,0.3355348964509469,0.02611655220848741,0.47296432340217354,0.8123523173577769,0.027508892483750658,0.38248236759393106,0.01621411362007219,0.8829393401219121,0.036752058903902984,0.5705411893680308
a000039,hypergraph,0.3635762767917472,0.5501642894552649,0.3902549385717924,0.862628761486532,0.83623315700595,0.32526595402311764,0.7220923539324564,0.32127061664364187,0.5420043868180064,0.4359796410680161
a000040,sat_based,0.027491766034853704,0.9136427338765915,0.05884477069174521,0.042019235936209265,0.31261727089041846,0.2946983791933251,0.4678919825055188,0.04007507252038944,0.3242519279874496,0.6226181600807645
a000041,cellular_automata,0.5404599121110417,0.514919295133418,0.4813349384596092,0.036936256667378986,0.026085608730820553,0.39804743823812916,0.4351627390319638,0.7404215315002112,0.7058804649626864,0.8394735739164725
a000042,graph_system,0.2820756365697812,0.04229874962814972,0.03740747381687548,0.0439250660639281,0.04014700991653719,0.13236480484421576,0.5061251172992437,0.3891765748562148,0.44583853083559455,0.02771373494981333
a000043,rewriting_system,0.2750715515425436,0.06953028091373126,0.28533799214635824,0.028295763240934524,0.5621534859987618,0.13850123589937458,0.8966719254526883,0.030254078997450362,0.3321703163286286,0.02473359782029083
a000044,hypergraph,0.5360617248764592,0.043279875785357746,0.6418862393868537,0.4016493098032988,0.046607655812584636,0.21741435410036447,0.32312511518948583,0.5834594737292436,0.7728999910582469,0.5675661300485595
a000045,random_interaction,0.03896214748051863,0.3240661801704249,0.5316094954753159,0.0367208180808174,0.04357703487593767,0.5748832002829007,0.02551476460290869,0.3671132300603187,0.0,0.5960622107247111
a000046,rewriting_system,0.03536296063083788,0.041424592726158616,0.03779955105233046,0.04700491433749754,0.683033498585653,0.11205251450853759,0.6411252365989402,0.04141190752651336,0.039721305648869776,0.025908960699174588
a000047,cellular_automata,0.7046895657075392,0.057339820107523365,0.2803113710826075,0.0639924783780429,0.02093048838245193,0.35252408203146646,0.05166346280151113,0.04076175300072382,0.8147622372678553,0.028455509593481976
a000048,cellular_automata,0.7752253952555022,0.0516852989007599,0.28495318330332475,0.04681909760378078,0.3343659677337636,0.3273707388538689,0.7082859515804966,0.03694718362625682,0.8686944658386117,0.025162568279893938
a000049,graph_system,0.27780123137089296,0.03728069196917405,0.03838811123417085,0.029826306737830044,0.032500131433235824,0.40450515749397753,0.5239005783565933,0.034007452630865576,0.24668999945355963,0.032125850402736855
a000050,graph_system,0.26735440816810774,0.5177203688452187,0.4957941986258332,0.048862842839633935,0.3829419008860988,0.5970495771133191,0.7300049337496987,0.8272225470059014,0.5674724854718203,0.8210262942135833
a000051,differentiable_system,0.028554600553415854,0.42292885513918954,0.6380774230524817,0.43500985215267696,0.05911245006371357,0.5208409893605297,0.02421641643527106,0.7699324551551379,0.46578460375858266,0.37896166729885705
a000052,random_interaction,0.34853820717467987,0.7031791331694166,0.5141929312084674,0.5370493800289804,0.04708303087673549,0.5778823174310035,0.022404659186120668,0.0354710655796584,0.0,0.3105337078734145
a000053,differentiable_system,0.021241819924551764,0.5879568851654146,0.40492689473031795,0.39747115017172063,0.06336532420793417,0.37786338563726485,0.3072875811597968,0.5790718662817684,0.055994012982362396,0.320179437763354
a000054,random_interaction,0.014486894915800907,0.3288270242244482,0.03596007769534837,0.02748606111818841,0.08575708600221343,0.4905950237673251,0.027732294381087597,0.029672852986284748,0.0,0.018177495512877173
a000055,cellular_automata,0.4385826908379249,0.41668295645815934,0.03625358723242611,0.06491279890616286,0.05886771068078933,0.46495267870869683,0.011497926647461076,0.03599762642671178,0.6265150769558836,0.6417535669534977
a000056,probabilistic_system,0.031208417530935617,0.058677913551022476,0.4745497327733962,0.027848031154237618,0.028065168238382343,0.27932864297779625,0.029332670246592363,0.37952578227909006,0.0,0.029637842025959538
a000057,rewriting_system,0.023072809056890353,0.03431313897820376,0.03739597268037498,0.032798539403101956,0.3796156658257498,0.30760156529690263,0.5145728636209009,0.03364292255194179,0.0,0.024493851823407464
a000058,graph_system,0.017168270735176683,0.036607910920604225,0.6283586693044574,0.040302883093597974,0.37383283479563534,0.5423104513218285,0.5210443133460096,0.393889075626496,0.2403041780096501,0.4419138206952168
a000059,sat_based,0.02523853064880166,0.7791734386418192,0.5089694326993608,0.4160482070682928,0.6574126171418992,0.4820439510672746,0.6353931159879227,0.5999205395900493,0.26363591829390853,0.8802666281073962
a000060,cellular_automata,0.40502119024376826,0.6032098315229918,0.4781909476206686,0.0297802312729446,0.3044715415050544,0.6729937231020398,0.4603206601665448,0.5763142937983794,0.4691747731213566,0.8374517890003289
a000061,random_interaction,0.02417335466673931,0.3227220450130591,0.5139741739700172,0.03418942380602086,0.08727922959972778,0.5732607460751566,0.02417969910566853,0.03291854800829641,0.0,0.02203232346834494
a000062,symbolic_system,0.3765283450131256,0.42729619516464046,0.039329372340580315,0.06572999254371337,0.025215607689888286,0.03372841293807105,0.37653344167584624,0.03619839460286367,0.03360702168233787,0.37536345868325594
a000063,symbolic_system,0.5511525881770425,0.6290081241377091,0.08925994296993311,0.08010370873942274,0.025942683220514517,0.056410667577986295,0.650290540541951,0.033783159941557894,0.04404062976550571,0.6567146940563967
a000064,sat_based,0.2822442035350392,0.9119818529502524,0.3449858471086936,0.39839428077436,0.029414046378879677,0.28736462027681076,0.4710924806022396,0.6158164431775702,0.817469379809015,0.6243493155185482
a000065,graph_system,0.0333807822879536,0.11571474597824427,0.6074533215956768,0.037776702107679805,0.014070748434044988,0.5856858822303352,0.08938392179648125,0.7505122838133097,0.6955210474442262,0.03311792579023298
a000066,random_interaction,0.017493082669882254,0.5185608174621761,0.7176282467865722,0.02233656590802724,0.06966130790850367,0.5873259019982169,0.02050781081367703,0.022671355730237375,0.0,0.018053766024319517
a000067,graph_system,0.2700476467907045,0.3152394707955851,0.4473765353284286,0.02212286264595742,0.5195614154902095,0.6149605375766786,0.4780612997922613,0.5747133989750073,0.7749112791385824,0.5591911368595315
a000068,differentiable_system,0.27648740026514207,0.7130594625894926,0.46542366955883796,0.622613922630137,0.3378514476220791,0.4054716702555029,0.7785763676839681,0.7399365901421555,0.09170739763036129,0.6867883372199728
a000069,cellular_automata,0.8016515169182825,0.39344601876818874,0.5659218004422397,0.057007794726657735,0.030794100083124665,0.023460078368106596,0.37083845717342556,0.3174264964168726,0.7504330808774341,0.376896583410643
a000070,sat_based,0.07377426021651634,0.7491891192608786,0.0961980451765394,0.406289697733093,0.027237252016212077,0.027355855764955694,0.30774813907141263,0.04329874127721045,0.0946090348970352,0.625240635472268
a000071,differentiable_system,0.037463026760727436,0.9371448903703469,0.49606601920652915,0.387616556007885,0.0636957705304344,0.5670286362302803,0.3077548899830672,0.32613957688064155,0.6733604706331215,0.7971744125306304
a000072,hypergraph,0.692527599239998,0.03794495792386521,0.5014764157955397,0.860469968494657,0.387890396173574,0.25150193626624784,0.8858933688509143,0.04077279337050499,0.39789891890265305,0.032419287300540334
a000073,cellular_automata,0.3757893947345117,0.6177327327226703,0.2849847496133834,0.03339467870057833,0.024815077408295694,0.07051859451944287,0.03756441828574841,0.034403905797832035,0.618642467689948,0.3113406382400803
a000074,symbolic_system,0.028922778990044806,0.4215932176070972,0.040554018611559495,0.03226319593868554,0.37086318211328484,0.10652819840402838,0.5373291250887824,0.02430010177258013,0.032738004830186296,0.3722988571706892
a000075,cellular_automata,0.3775134978510043,0.04979863697949172,0.44813217323894394,0.03985596565434402,0.026547989241255343,0.07855633515812344,0.028081763979912466,0.3228061298669518,0.42235324520670525,0.02232325003279234
a000076,rewriting_system,0.5397810376044393,0.3370177210060855,0.7938004940925044,0.030734532657699876,0.5677736601712949,0.48574724122217194,0.894593302004542,0.38231225790277923,0.6047460748142234,0.02661801742886083
a000077,sat_based,0.027211462658702334,0.8614380216183438,0.285963047488649,0.030726288956969716,0.02828630146198574,0.05298319910206417,0.050094430519904254,0.3790178520712435,0.7644329535089132,0.3090328940289545
a000078,random_interaction,0.27727044652738364,0.7977899441904267,0.4144060407995971,0.04109690130420107,0.03937933185825471,0.7089700066234651,0.47152432414820167,0.701636811939135,0.3957579240131369,0.8353364652934391
a000079,rewriting_system,0.29666492766389996,0.03735700040961609,0.03815978590662272,0.3927696120675468,0.5614845494766956,0.4109852027603561,0.9298293680024144,0.03239228777520198,0.2443304078280072,0.025071429245562493
a000080,sat_based,0.03186702631695548,0.9147019535523075,0.07239687589281951,0.3852960348188206,0.05942671024714774,0.07036979973259827,0.34147316004937456,0.3848897898052104,0.6761330587007299,0.6251707650698426
a000081,differentiable_system,0.01781968857879679,0.03728225979833011,0.04062141126940089,0.44930295956786137,0.025477171543903387,0.38155264310212833,0.02625811335172057,0.7609175191207157,0.02817990543769655,0.5618850995756397
a000082,rewriting_system,0.0774632085386544,0.041965563246517124,0.03273678745371578,0.4051686168725015,0.5598366450668926,0.1436046811871189,0.8739759540700807,0.03310771411537128,0.04480958736556273,0.020728301974809016
a000083,cellular_automata,0.018989031865615846,0.05540326548452934,0.2933763634411808,0.02998675907513959,0.30832155179623066,0.15627943013992263,0.5265172678885821,0.3832361644468051,0.6117705458905702,0.023594715634343122
a000084,hypergraph,0.3438034535234622,0.04677753847156507,0.4727793417975785,0.93980673545688,0.8360298238205371,0.25159908716815094,0.7210298534411295,0.7092873676656666,0.0795865043837628,0.029557948267024292
a000085,symbolic_system,0.36543700042772154,0.7097856972140222,0.05110198598247517,0.3911029561562892,0.8317128982167065,0.392382977643255,0.6967529274798894,0.6030903838263302,0.7281957166082159,0.3737797002795029
a000086,graph_system,0.4048944249368218,0.5783245390306504,0.3944619659376336,0.4032673686238796,0.32791881638296627,0.28529404766747646,0.47419736488931397,0.8235609668768159,0.7868127242314069,0.708633316895745
a000087,symbolic_system,0.5731820842787088,0.4174550602736935,0.041156766077609874,0.5425478709970342,0.538832289644275,0.26798250966234605,0.5627411600570811,0.03864980767293613,0.0,0.38139413916436504
a000088,differentiable_system,0.026653307741303256,0.3891821204553324,0.11942829528056187,0.4309340377023795,0.027403168096047814,0.04635931643588065,0.03250287556503151,0.4298231632136832,0.03745966369727838,0.46407690978042027
a000089,graph_system,0.49406487538075317,0.40495035076066865,0.6888980832152647,0.5226276939668068,0.03180028644987132,0.35638623087081966,0.4790800086812833,0.5695012042648017,0.6057385675057219,0.6454598884239655
a000090,symbolic_system,0.5787517760048722,0.3841857142453521,0.045291633334254566,0.7111092498925219,0.06346082608666626,0.05115718529917912,0.5738133354013684,0.38652499231402637,0.43515245797302904,0.3787664115022765
a000091,random_interaction,0.278973040100035,0.539175442886455,0.8312754083047277,0.40534492505540676,0.5390357066265887,0.40000109545266427,0.6111569115259404,0.7313793793032173,0.27905339465928325,0.018049666582897528
a000092,symbolic_system,0.3834826794153948,0.4314802240527359,0.0324755301100087,0.06437164850657517,0.3120500938737155,0.1016352636539184,0.6733613001155956,0.027708186497076848,0.03646905640450171,0.3747515107203192
a000093,graph_system,0.5364319501735909,0.038841101194653116,0.032172052332239076,0.5513585639369667,0.026867343605372462,0.3976953375407817,0.514279116615262,0.3866333672971084,0.5682015283209982,0.01413643693442368
a000094,cellular_automata,0.706921167605945,0.6007928621637938,0.29035362933365083,0.42935543042434376,0.026555097111524484,0.02264446344000859,0.015465696371719462,0.40915460417171956,0.7627367626362243,0.3088054321408644
a000095,differentiable_system,0.2833485689944155,0.34285377682435436,0.6144530439980114,0.04332374118909699,0.0840334077784316,0.709974397714477,0.4737183053040961,0.7323929985677113,0.4722355723005446,0.5609205769136977
a000096,cellular_automata,0.5421047401306692,0.0509632554704581,0.5160597903397315,0.056916328647599546,0.5326727612507097,0.08569579739726019,0.46515103453839934,0.05511004049295476,0.671017195725008,0.02753937980202814
a000097,graph_system,0.2727683783470981,0.05979586624054389,0.03839751083405174,0.4244995060457677,0.027551987942665335,0.5391893857659016,0.4615426750927474,0.6338813125045728,0.568720463161404,0.4357819324995418
a000098,graph_system,0.027311194312423792,0.3296073687733948,0.4948591127861197,0.04880985158436124,0.5583443893512119,0.04863004843436092,0.3271234243131973,0.3961397147531104,0.44557625875918305,0.03437169790874095
a000099,rewriting_system,0.269802900321914,0.03731534914404444,0.03380316025907515,0.03139360050320639,0.5632514719553229,0.1404406166298905,0.8966624470662703,0.032337416902771476,0.037215966817285784,0.015937221172149463
a000100,probabilistic_system,0.06649809328732903,0.056017026699245576,0.8323124333586888,0.40510293470620906,0.017032513881665823,0.462429455652385,0.33890642787939806,0.7243324427639711,0.569946784738649,0.017315202298592847
a000101,rewriting_system,0.2821686084434696,0.42185223902601976,0.4709926771464825,0.03992327307994925,0.5570629705878207,0.1311526135516049,0.8954496490353979,0.3832497547801337,0.036015091293352564,0.3744364288893469
a000102,sat_based,0.030335920018314533,0.5877267723401626,0.47655379217762894,0.02917244766121585,0.026183412280461504,0.03300598086362405,0.02227663739770047,0.3788637969068863,0.4303600471837927,0.024823068971000173
a000103,symbolic_system,0.3748350607412785,0.4210103597526539,0.3279579772221821,0.10101260846954796,0.01981401652892001,0.5809996376705086,0.4076899923724081,0.41298298605227757,0.24354470946103057,0.38127751631624984
a000104,cellular_automata,0.797653650161206,0.05079688126911308,0.6421191665465417,0.8016909455307382,0.018292069145589895,0.23053063885873748,0.031082280258987627,0.5350511600364064,0.7609848771783122,0.010880351093311424
a000105,sat_based,0.27717892260751764,0.9103746495872983,0.06497387815276567,0.3826626728705069,0.09272487842638111,0.08881714976157029,0.6309604290272506,0.03207015256844481,0.41657659498216204,0.6228152649678249
a000106,differentiable_system,0.021778805621577968,0.49279557694134846,0.06923510772057406,0.04827269438166382,0.022650191221149085,0.5684268583514278,0.030185038773029027,0.5842220631628854,0.24558605955347734,0.829479233912247
a000107,rewriting_system,0.2797241339815073,0.559780919347862,0.41709952449875654,0.03614220758649056,0.574682431378058,0.6147675334011106,0.8876999502705945,0.3183386235974105,0.7053328707475803,0.02189563691063201
a000108,sat_based,0.4538154626435045,0.9107609977411898,0.07462803253848782,0.07888990068549617,0.029421430839729035,0.2640758695726543,0.022857765287731757,0.028784249377891702,0.513607915670719,0.6195941629634367
a000109,cellular_automata,0.37733175835960586,0.5603380536327924,0.7275225361095595,0.40513684865413135,0.024635717177063365,0.3508931605654869,0.04290985082079801,0.620998382741464,0.8022630140407071,0.02474821598777066
a000110,probabilistic_system,0.2708445910320555,0.33495853401790143,0.8918194465986458,0.41388621370873513,0.533939803168469,0.2528477752127738,0.4702464758226028,0.6283497361130561,0.25563703698921647,0.02482291170507256
a000111,symbolic_system,0.7302381251566727,0.04324360753136258,0.47234364273397056,0.4206898342475537,0.8319831826976829,0.28695898930183716,0.7609628660044283,0.6131057263603784,0.3585669677595287,0.03248717304982618
a000112,probabilistic_system,0.3739027753405868,0.7803224648410398,0.8937455550695002,0.03354971045475752,0.09645376869264055,0.6064307000634281,0.019904459835202837,0.39091098832343896,0.6141070095877599,0.44439186129001185
a000113,cellular_automata,0.5351300617544372,0.04908682770560335,0.2912152062503959,0.08499668727655918,0.07599146834206849,0.5257989559985401,0.03398194013484468,0.4018972379069182,0.7869393809597662,0.024305858391612145
a000114,symbolic_system,0.36867882578064826,0.6920573971671726,0.04868375857320917,0.06241918793541423,0.5483783154147267,0.31396867306733134,0.5601229050956406,0.046259505002616774,0.4184212471640244,0.030969748791640273
a000115,hypergraph,0.36202727503130594,0.04262933024162541,0.0445904885351085,0.7080896248059798,0.07788175326984792,0.3585262798879699,0.3612956850356678,0.03796349785010111,0.2474490438094814,0.028049555567039586
a000116,symbolic_system,0.3587723289237744,0.7911678097645347,0.5131227497825436,0.4112368173758655,0.38537980516807513,0.6168404457995842,0.6858070503255699,0.4038989799546855,0.3873461573582788,0.6407465610837231
a000117,cellular_automata,0.7074448094556856,0.059240252011903416,0.2852782512492519,0.06012920746798267,0.018848700405485586,0.07162976013401456,0.023724260026329547,0.026917307905544696,0.7662680740114611,0.021000539385572226
a000118,probabilistic_system,0.02680415741820419,0.07560298603918203,0.7453030988178406,0.03830173801763226,0.025306855372848158,0.21144974886336265,0.03238301300983448,0.3891951067548036,0.032068465304341265,0.033146737300725815
a000119,cellular_automata,0.6554364923552741,0.5238754916891643,0.04369067044011943,0.42223642248748816,0.009471107052483663,0.3714378707992544,0.3250856857913571,0.04505114949080413,0.8011882732973301,0.027600426536763423
a000120,sat_based,0.37992960863033964,0.570675347532626,0.06070728813495829,0.3913510829338577,0.07603758480452982,0.6791451148597778,0.30785790179608974,0.3890789582821147,0.6882669969196068,0.46297578148770124
a000121,random_interaction,0.48943266400126506,0.8074204621022548,0.4536408345121775,0.6934408362540692,0.03474853326878802,0.3403217987467143,0.619642666387785,0.3167719379379056,0.10833999525880078,0.6736776228947894
a000122,sat_based,0.5881407608276963,0.9351844445910629,0.4940117677502094,0.38873258044732006,0.01705149460853239,0.26495800045462337,0.5627865330574924,0.03671748071334269,0.5491207749253151,0.6243334259118298
a000123,random_interaction,0.02205520165807151,0.04238578915050484,0.03789085402875281,0.05745132451363033,0.01695018427960271,0.5409336079652463,0.01648654658454418,0.4005016719437696,0.0,0.02611236822977603
a000124,differentiable_system,0.022674490445591333,0.04016012506131994,0.03781726723880807,0.4647842076882228,0.030385981311808696,0.38509396038962884,0.027103766935857143,0.7827612432213694,0.03547779136997298,0.6103048525792965
a000125,symbolic_system,0.3632520525806231,0.04980913988134883,0.663208339738553,0.05506508714628533,0.38007726608951165,0.22416065787077588,0.6847467802350627,0.04268866187969611,0.032158965468471634,0.02925716907573961
a000126,differentiable_system,0.5726990018605426,0.5354400538065911,0.036422540213653876,0.789225012121993,0.37285735264503383,0.07317688034648795,0.5085252106076603,0.6746763525249254,0.6209188607656835,0.5625900044973873
a000127,rewriting_system,0.025572772711951353,0.5779823425741712,0.326350892476444,0.38898771020578415,0.794521749401915,0.12589652696036469,0.9089018087655958,0.3872270770919619,0.4526399424632075,0.31003185040988757
a000128,probabilistic_system,0.3680668100384351,0.4078252982974141,0.49815051569489244,0.05078237037599731,0.027592561482661426,0.034756125994786946,0.3793921031693108,0.38347860596499983,0.029187979097597516,0.46645581519328183
a000129,probabilistic_system,0.02686848236638184,0.7762683536070282,0.8942254755396843,0.04904573930003331,0.06805856714623781,0.7572374587792225,0.05839963535199011,0.6117145342872187,0.5295554101534447,0.019910421928579614
a000130,cellular_automata,0.3775704191927932,0.06234227881866439,0.282513017716009,0.04289200691035089,0.02801483689868245,0.08845390807430031,0.022566580322961882,0.04808060438698081,0.6067148507139299,0.032639992758499825
a000131,hypergraph,0.3490565154131081,0.030504140313785122,0.030909915679324662,0.8068882711834489,0.029615762354970987,0.03651497536962389,0.029446279994263747,0.5538531269488238,0.027401616106332738,0.01688939737982509
a000132,hypergraph,0.05242559955366988,0.0400367564446058,0.035696997257713914,0.7137797232289462,0.09121174099127949,0.4234029775895424,0.6013293413289047,0.03596788014704155,0.3682242137730247,0.02946872831437153
a000133,cellular_automata,0.7009869420844221,0.05919052567347027,0.7695767392765607,0.39338071926912255,0.059572172459966155,0.23874277032155744,0.30928975597827846,0.31837582515477536,0.7676777385393232,0.02920465119742144
a000134,probabilistic_system,0.024368318441617243,0.09695907648966828,0.7434023317144847,0.027584572956577458,0.01231816944052011,0.22260052351674298,0.036567138496404694,0.3765076043809966,0.04440340036185575,0.015296176692075392
a000135,symbolic_system,0.36232861683809603,0.4278763488674172,0.29576913896947277,0.046603137999987276,0.02683636045574944,0.030375864816401532,0.37707017605465754,0.03562743923324141,0.332488864512971,0.3817453168557948
a000136,probabilistic_system,0.6362069289284562,0.034535540664403674,0.6614587504282623,0.05845419518070338,0.5389511682072897,0.5239919377233642,0.3185647960340334,0.38897000654487857,0.7977993144626514,0.03129806038062777
a000137,sat_based,0.020061673604465424,0.7322478214630201,0.08774083752898998,0.028640626229521904,0.019732006113777012,0.030093262660081055,0.025131744138384038,0.027486774947682036,0.4366115537795091,0.4611332893086334
a000138,differentiable_system,0.5120625050694545,0.8541958818948792,0.4143068964478842,0.7976123031515936,0.3723096210619019,0.40816725753321925,0.7192880226085822,0.7924218245106107,0.4009925351433409,0.3129602884403212
